country,year,di_state,udems_mean,dem_age,dem5,crrncy_crisis,infltn_crisis,banking_crisis,dbagdp,concentration,peer_region_ind,peer_region_mof,kaopen,imf_2,pr_bur,pr_corrupt,pr_invest,pr_law_order,pr_socio_econ,eu1994,eu,gdp_pcapita,time_in_office,legal_duration,frac_deposits_gov_owned,liquid_assets_reserves,capital_assets_ratio,frac_assets_gov_owned,liec,eiec
"Algeria",1984,"No Explicit DI",-1.135393,0,0,0,0,0,66.48275,,0,0,-1.831187,0,1,3,7.416667,2,7.333333,0,0,2.31,1,7,.91,,,,4,3
"Algeria",1985,"No Explicit DI",-1.173433,0,0,0,0,0,69.18471,,0,0,-1.831187,0,1,4,8.75,2,7.75,0,0,2.44,.5,7,.91,,,,4,3
"Algeria",1986,"No Explicit DI",-1.132767,0,0,0,0,0,74.39187,,0,0,-1.831187,0,1,4,7.833333,2,7.166667,0,0,2.64,1,7,.91,,,,4,3
"Algeria",1987,"No Explicit DI",-1.126359,0,0,0,0,0,73.9804,,0,0,-1.831187,0,1,4,6.333333,2.083333,6.5,0,0,2.87,2,7,.91,,,,4,3
"Algeria",1988,"No Explicit DI",-.8529455,0,0,1,0,0,71.07629,,0,0,-1.135522,0,2.083333,4,6.75,2.75,6,0,0,2.82,3,7,.91,,,,4,3
"Algeria",1989,"No Explicit DI",-.2930265,0,0,1,0,0,64.20415,,0,0,-1.135522,1,3,4,5,2,3.916667,0,0,2.6,.5,7,.91,,,,4,3
"Algeria",1990,"No Explicit DI",-.1564207,0,0,1,0,1,56.84423,,0,0,-1.135522,1,3,3.916667,3.666667,2.166667,5.416667,0,0,2.42,1,7,.91,,,,5,3
"Algeria",1991,"No Explicit DI",-.1526328,0,0,1,1,1,44.48712,,0,0,-1.135522,0,2.25,4,4.583333,1.416667,6.25,0,0,2.04,2,7,.91,,,,5,3
"Algeria",1992,"No Explicit DI",-.9757842,0,0,0,1,1,41.38625,,0,0,-1.135522,0,1,3.5,5.666667,1.416667,4.75,0,0,1.94,.5,7,.91,,,,5,3
"Algeria",1993,"No Explicit DI",-.971406,0,0,0,1,0,40.7779,,5.882353,0,-1.135522,0,1,3,5.333333,2,5.916667,0,0,1.76,1,7,.91,,,,2,2
"Algeria",1994,"No Explicit DI",-1.142226,0,0,1,1,0,36.2633,1,5.882353,0,-1.135522,1,1,3,5,3,6,0,0,1.65,2,7,.91,,,,2,2
"Algeria",1995,"No Explicit DI",-.3675797,0,0,1,1,0,31.25772,.826761,5.882353,0,-1.135522,1,1,3,5.416667,3,5.166667,0,0,1.58,3,7,.91,,,,2,2
"Algeria",1996,"No Explicit DI",-.3667642,0,0,0,0,0,32.73352,.8177649,5.882353,0,-1.135522,0,1,3,6.666667,3,5.583333,0,0,1.54,4,7,.91,,,,2,7
"Algeria",1997,"Central Bank",-.3145118,0,0,0,0,0,34.30699,.993069,5.882353,0,-1.135522,0,1.416667,2.5,7.25,3,4,0,0,1.53,5,7,.91,,,,7,7
"Algeria",1998,"Central Bank",-.256802,0,0,0,0,0,37.57606,.9921145,5.882353,0,-1.135522,0,2,2,6,2.083333,4,0,0,1.57,6,7,.91,,,,7,7
"Algeria",1999,"Central Bank",-.2380615,0,0,0,0,0,38.67482,.7880974,5.882353,0,-1.135522,0,2,2,6,2,3.083333,0,0,1.56,7,7,.91,,,,7,7
"Algeria",2000,"Central Bank",-.1392636,0,0,0,0,0,33.09422,.779548,11.76471,0,-1.135522,0,2,2,6.916667,2,3,0,0,1.61,8,7,.91,,,,7,7
"Algeria",2001,"Central Bank",-.2383744,0,0,0,0,0,37.79595,.7854533,11.76471,0,-1.135522,0,2,1.958333,7.958333,2,3.666667,0,0,1.68,.5,7,.91,.3448543,,,7,7
"Algeria",2002,"Central Bank",-.2998359,0,0,0,0,0,43.26444,.7947446,11.76471,0,-1.135522,0,2,1.5,8.458333,2,4,0,0,1.75,1,7,.91,.4338841,,,7,7
"Algeria",2003,"Central Bank",-.301544,0,0,0,0,0,41.17442,.9538409,11.76471,0,-1.135522,0,2,1.5,8,2,4,0,0,1.95,2,7,.91,.6000097,,.9,7,7
"Algeria",2004,"Central Bank",-.2517596,0,0,0,0,0,37.29182,.7936675,11.76471,0,-1.135522,0,2,1.5,8.083333,2.416667,4.666667,0,0,2.29,3,7,.91,.6021335,,.9,7,7
"Algeria",2005,"Central Bank",-.1863367,0,0,0,0,0,33.32209,.9141449,11.76471,0,-1.135522,0,2,1.5,9.166667,3,5.416667,0,0,2.72,4,7,.91,.5268995,,.9,7,7
"Algeria",2006,"Central Bank",-.2420817,0,0,0,0,0,33.11892,.9051998,11.76471,0,-1.135522,0,2,1.5,9.083333,3,5.75,0,0,3.12,5,7,.91,.7317686,,.9,7,7
"Algeria",2007,"Central Bank",-.2456389,0,0,0,0,0,32.95199,.9700245,11.76471,0,-1.135522,0,2,1.5,8.5,3,6,0,0,3.63,6,7,.91,.9992188,,.9,7,7
"Angola",1984,"No Explicit DI",-1.142932,0,0,0,0,0,,,0,0,,0,2,3,6,2,7,0,0,,,,.3139,,,,3,3
"Angola",1985,"No Explicit DI",-1.336447,0,0,0,0,0,,,0,0,,0,2,3,5.416667,2,6,0,0,,,,.3139,,,,3,3
"Angola",1986,"No Explicit DI",-1.143198,0,0,0,0,0,,,0,0,,0,2,3,5.583333,2,6.333333,0,0,,,,.3139,,,,3,3
"Angola",1987,"No Explicit DI",-1.146121,0,0,0,0,0,,,0,0,,0,2,3,5.583333,2,6.166667,0,0,.76,,,.3139,,,,3,3
"Angola",1988,"No Explicit DI",-1.333582,0,0,0,0,0,,,0,0,,0,2,3,7,2,6,0,0,.71,,,.3139,,,,3,3
"Angola",1989,"No Explicit DI",-1.149908,0,0,0,0,0,,,0,0,,0,2,3,7,2,6.416667,0,0,.73,,,.3139,,,,3,3
"Angola",1990,"No Explicit DI",-1.140976,0,0,0,0,0,,,0,0,,0,2,3,7,1.166667,6.166667,0,0,.72,,,.3139,,,,3,3
"Angola",1991,"No Explicit DI",-.4803681,0,0,1,1,0,,,0,0,,0,2,3,6.5,1,6,0,0,.79,,,.3139,,,,3,3
"Angola",1992,"No Explicit DI",-.5492607,0,0,1,1,1,,,0,0,,0,1.25,3,4.916667,1.25,4.5,0,0,.45,,,.3139,,,,2,2
"Angola",1993,"No Explicit DI",-.7710041,0,0,1,1,1,,,0,0,-1.831187,0,1,3,3.333333,1,2.166667,0,0,.3,,,.3139,,,,7,7
"Angola",1994,"No Explicit DI",-.7656564,0,0,1,1,1,,,2.222222,0,-1.831187,0,1,3,2.416667,1.416667,2.416667,0,0,.19,,,.3139,,,,7,7
"Angola",1995,"No Explicit DI",-.601065,0,0,2,1,1,,,2.222222,0,-1.831187,0,1.666667,3,3.583333,2,4,0,0,.31,,,.3139,,,,7,7
"Angola",1996,"No Explicit DI",-.6054478,0,0,1,1,1,1.58599,,2.222222,0,-1.135522,0,3,3,4,2,3.666667,0,0,.37,,,.3139,,,,7,7
"Angola",1997,"No Explicit DI",-.6315606,0,0,1,1,1,3.49755,,2.222222,0,-1.135522,0,1.583333,2.333333,4.416667,2.583333,2,0,0,.46,,,.3139,,,,7,7
"Angola",1998,"No Explicit DI",-.6321234,0,0,1,1,1,4.78006,,2.222222,0,-1.135522,0,.9166667,2,4,3,2,0,0,.45,,,.3139,,,,3,3
"Angola",1999,"No Explicit DI",-.604062,0,0,2,1,0,1.75481,,2.222222,0,-1.135522,0,1,2,2.166667,3,2,0,0,.38,,,.3139,,,,3,3
"Angola",2000,"No Explicit DI",-.5411415,0,0,1,1,0,1.298,1,2.222222,0,-1.135522,0,1,2,2,3,2,0,0,.41,,,.3139,,10.6,,3,2
"Angola",2001,"No Explicit DI",-.6035266,0,0,1,1,0,2.35712,.9556169,2.222222,0,-1.135522,0,1,2,6.125,3,2.666667,0,0,.45,,,.3139,,11.1,,3,2
"Angola",2002,"No Explicit DI",-.4902946,0,0,1,1,0,3.59064,.8042354,2.222222,0,-1.135522,0,1,2,8.083333,3,2.583333,0,0,.6,,,.3139,,9,,3,2
"Angola",2003,"No Explicit DI",-.4868456,0,0,1,1,0,4.74005,.7755833,4.444445,0,-1.135522,0,1,2,8.375,3,2,0,0,.68,,,.3139,,,.3146,3,2
"Angola",2004,"No Explicit DI",-.4899778,0,0,1,1,0,6.32545,.7528541,4.444445,0,-1.135522,0,1,2,8,3,3.75,0,0,.91,,,.3139,,,.3146,3,2
"Angola",2005,"No Explicit DI",-.486588,0,0,1,1,0,7.68814,.7418178,4.444445,0,-1.135522,0,1,2,7.875,3,3,0,0,1.32,,,.3139,,,.3146,3,2
"Angola",2006,"No Explicit DI",-.4860387,0,0,0,0,0,7.90748,.7357669,4.444445,0,-1.135522,0,1,2,7.875,3,2,0,0,1.91,,,.3139,,,.3146,3,2
"Angola",2007,"No Explicit DI",-.4877905,0,0,0,0,0,11.41063,.7028335,4.444445,0,-1.831187,0,1.333333,2,8,3,2,0,0,2.59,,,.3139,,,.3146,3,2
"Argentina",1984,"Central Bank",.8374016,2,1,1,1,0,,,0,3.448276,-1.135522,1,2,3.666667,3.333333,3,4,0,0,2.87,1,6,.445,,,.3,7,7
"Argentina",1985,"Central Bank",.914792,3,1,2,1,0,,,3.448276,6.896552,-1.135522,1,2,4,3.666667,3,3.833333,0,0,2.67,.5,6,.445,,,.3,7,7
"Argentina",1986,"Central Bank",.912394,4,1,1,1,0,,,6.896552,10.34483,-1.135522,0,2,4,3.333333,3,4.083333,0,0,2.9,.5,6,.445,,,.3,7,7
"Argentina",1987,"Central Bank",.9074648,5,1,1,1,0,,,6.896552,10.34483,-1.135522,1,2,4,4.166667,3,4.416667,0,0,3.29,1,6,.445,,,.3,7,7
"Argentina",1988,"Central Bank",.9405169,6,0,1,1,0,16.0541,,6.896552,10.34483,-1.135522,1,2,4,4.25,3,4.25,0,0,3.48,2,6,.445,,,.3,7,7
"Argentina",1989,"Central Bank",.8465325,7,0,1,1,1,20.77599,.9585144,6.896552,10.34483,-1.135522,1,2,4,4.416667,3,4.5,0,0,2.72,.5,6,.445,,,.3,7,7
"Argentina",1990,"Central Bank",.8057073,8,0,1,1,1,22.04982,.7114169,6.896552,6.896552,-1.135522,1,2,4,4.75,3,4.5,0,0,3.02,.5,6,.445,,,.3,7,7
"Argentina",1991,"Central Bank",.7996384,9,0,1,1,0,16.17765,.7205693,10.34483,6.896552,-1.135522,1,2,4,5.666667,3,5.75,0,0,3.77,.5,6,.445,,,.3,7,7
"Argentina",1992,"No Explicit DI",.7570186,10,0,1,1,0,17.66891,.5858337,10.34483,6.896552,-1.135522,1,2,4,6.833333,3.083333,6.166667,0,0,6.02,1,6,.445,,,.3,7,7
"Argentina",1993,"No Explicit DI",.751094,11,0,0,0,0,21.61834,.3283134,10.34483,6.896552,1.433596,0,2,3.25,6.083333,4,6.666667,0,0,7.01,2,6,.445,,,.3,7,7
"Argentina",1994,"No Explicit DI",.757305,12,0,0,0,0,23.01129,.3039927,10.34483,6.896552,1.700201,0,2,3,6.75,4.75,6.25,0,0,7.59,3,6,.445,,,.3,7,7
"Argentina",1995,"Special./Indp.",.7547259,13,0,0,0,1,25.2672,.3021854,13.7931,6.896552,1.966805,0,2,3,6,5,5.75,0,0,7.37,4,6,.445,,,.3,7,7
"Argentina",1996,"Special./Indp.",.7502103,14,0,0,0,1,25.62971,.2972967,13.7931,6.896552,1.184276,1,2,3,6,5,6.75,0,0,7.74,.5,6,.445,,,.3,7,7
"Argentina",1997,"Special./Indp.",.7510563,15,0,0,0,0,26.87629,.3640065,13.7931,6.896552,2.500014,1,2.416667,2,6.833333,5,6,0,0,8.15,1,6,.445,,,.3,7,7
"Argentina",1998,"Special./Indp.",.7121913,16,0,0,0,0,29.99102,.3220353,17.24138,10.34483,2.23341,0,3,2,8,5,6,0,0,8.02,2,6,.445,,,.3,7,7
"Argentina",1999,"Special./Indp.",.7878472,17,0,0,0,0,33.63786,.3240123,24.13793,17.24138,1.966805,0,3,2.083333,7.166667,5,6,0,0,7.56,3,6,.445,,,.3,7,7
"Argentina",2000,"Special./Indp.",.9771237,18,0,0,0,0,33.75305,.322565,24.13793,17.24138,1.700201,1,3,3,6.833333,5,5,0,0,7.46,4,6,.445,,,.3,7,7
"Argentina",2001,"Special./Indp.",.6196991,19,0,0,0,1,33.40205,.3511824,31.03448,17.24138,-.8689176,1,3,2.916667,7.541667,4.666667,5.25,0,0,6.99,5,6,.445,,,.3,7,7
"Argentina",2002,"Special./Indp.",.7475632,20,0,1,1,1,37.63863,.4009387,31.03448,24.13793,-1.135522,1,3,2.041667,4.583333,2.625,2.458333,0,0,4.04,.5,6,.445,,,.3,7,7
"Argentina",2003,"Special./Indp.",1.005951,21,0,0,0,1,37.13272,.4554892,31.03448,24.13793,-.0863879,1,3,2.416667,5.166667,1.5,2.125,0,0,3.67,1,6,.445,,11.9,.419,7,7
"Argentina",2004,"Special./Indp.",1.008374,22,0,0,0,0,31.93066,.4543113,31.03448,24.13793,-.0863879,1,3,2.5,5.5,2.625,3.083333,0,0,3.58,.5,6,.445,,11.8,.419,7,7
"Argentina",2005,"Special./Indp.",1.007443,23,0,0,0,0,29.48144,.4612885,31.03448,24.13793,-.0863879,0,3,2.5,6.541667,3,4.833333,0,0,4.46,1,6,.445,,12.9,.419,7,7
"Argentina",2006,"Special./Indp.",.9948852,24,0,0,1,0,25.58612,.4398791,31.03448,24.13793,-.7820527,0,3,2.5,6.625,2.5,5.208333,0,0,5.16,2,6,.445,,13.4,.419,7,7
"Argentina",2007,"Special./Indp.",.768833,25,0,0,1,0,22.76317,.4253027,34.48276,24.13793,-.7820527,0,3,2.5,6.5,2.5,5.375,0,0,6.03,3,6,.445,,13.1,.419,7,7
"Australia",1984,"No Explicit DI",2.003733,84,0,0,0,0,36.33362,,9.090909,0,.1802166,0,4,5,9,6,8.083333,0,0,12,2,7,0,,,0,7,7
"Australia",1985,"No Explicit DI",1.579917,85,0,1,0,0,39.93486,,13.63636,0,1.700201,0,4,5,8.833333,6,8.583333,0,0,11.94,3,7,0,,,0,7,7
"Australia",1986,"No Explicit DI",1.567356,86,0,0,0,0,45.30641,,13.63636,0,1.966805,0,4,5,7.166667,6,7.583333,0,0,12.32,4,7,0,,,0,7,7
"Australia",1987,"No Explicit DI",1.565607,87,0,0,0,0,47.05256,,13.63636,0,2.23341,0,4,5,6,6,5.333333,0,0,12.5,5,7,0,,,0,7,7
"Australia",1988,"No Explicit DI",2.008358,88,0,0,0,0,48.68266,,13.63636,0,2.500014,0,4,5,6,6,6.083333,0,0,14.04,6,7,0,,,0,7,7
"Australia",1989,"No Explicit DI",1.571019,89,0,0,0,1,56.46666,,13.63636,0,2.500014,0,4,5,5,6,6.666667,0,0,15.67,.5,7,0,,,0,7,7
"Australia",1990,"No Explicit DI",2.009008,90,0,0,0,1,64.64329,,13.63636,0,2.500014,0,4,5,4,6,5.666667,0,0,17.42,1,7,0,,,0,7,7
"Australia",1991,"No Explicit DI",2.013227,91,0,0,0,1,67.14481,,20.83333,0,2.500014,0,4,5,4.833333,6,5.166667,0,0,18.38,2,7,0,,,0,7,7
"Australia",1992,"No Explicit DI",1.991645,92,0,0,0,1,67.53696,.5929978,20.83333,0,2.500014,0,4,5,5.166667,6,5.833333,0,0,18.89,3,7,0,,,0,7,7
"Australia",1993,"No Explicit DI",1.571491,93,0,0,0,0,68.75753,.5225555,20.83333,0,2.500014,0,4,5,5,6,6.083333,0,0,19.1,4,7,0,,,0,7,7
"Australia",1994,"No Explicit DI",1.567553,94,0,0,0,0,69.60974,.4840294,20.83333,0,2.500014,0,4,5,5.5,6,6.25,0,0,18.93,5,7,0,,,0,7,7
"Australia",1995,"No Explicit DI",1.565529,95,0,0,0,0,72.63695,.4565023,20.83333,0,2.500014,0,4,5,6.333333,6,6.583333,0,0,19.47,6,7,0,,,0,7,7
"Australia",1996,"No Explicit DI",2.005212,96,0,0,0,0,73.92707,.4777263,25,0,2.23341,0,4,5,6,6,6.583333,0,0,20.69,.5,7,0,,,0,7,7
"Australia",1997,"No Explicit DI",2.010901,97,0,1,0,0,75.76746,.5639302,25,4.166667,1.966805,0,4,5,7.583333,6,8,0,0,22.09,1,7,0,,,0,7,7
"Australia",1998,"No Explicit DI",2.004335,98,0,0,0,0,79.114,.6173314,25,12.5,1.700201,0,4,5,8,6,8,0,0,21.89,2,7,0,,,0,7,7
"Australia",1999,"No Explicit DI",2.008878,99,0,0,0,0,84.15755,.6768628,25,12.5,1.433596,0,4,5,10,6,8.666667,0,0,21.59,3,7,0,,,0,7,7
"Australia",2000,"No Explicit DI",2.021086,100,0,1,0,0,87.12955,.7270488,29.16667,12.5,1.166992,0,4,5,10,6,9.916667,0,0,21.26,4,7,0,,6.9,0,7,7
"Australia",2001,"No Explicit DI",1.997517,101,0,0,0,0,88.5077,.9029838,29.16667,12.5,1.166992,0,4,4.916667,10.16667,6,9.333333,0,0,20.25,5,7,0,,7.1,0,7,7
"Australia",2002,"No Explicit DI",2.000618,102,0,0,0,0,89.33783,.9781946,29.16667,12.5,1.166992,0,4,4.5,10.25,6,9.25,0,0,20.1,6,7,0,,5.3,0,7,7
"Australia",2003,"No Explicit DI",2.00229,103,0,0,0,0,93.27003,.9887958,29.16667,12.5,1.166992,0,4,4.5,10.375,6,9.541667,0,0,21.26,7,7,0,,5.2,0,7,7
"Australia",2004,"No Explicit DI",1.570877,104,0,0,0,0,97.70377,.7149262,33.33333,8.333333,1.166992,0,4,4.583333,11.625,6,10,0,0,25.67,8,7,0,,5.1,0,7,7
"Australia",2005,"No Explicit DI",1.565725,105,0,0,0,0,101.8524,.629428,33.33333,8.333333,1.166992,0,4,5,12,5.875,9.791667,0,0,30.4,9,7,0,,5.2,0,7,7
"Australia",2006,"No Explicit DI",1.565189,106,0,0,0,0,107.7091,.6188032,45.83333,4.166667,1.166992,0,4,4.625,12,5.5,9.666667,0,0,34.3,.5,7,0,,5.4,0,7,7
"Australia",2007,"No Explicit DI",1.40503,107,0,0,0,0,114.2061,.6137719,45.83333,4.166667,1.166992,0,4,4.5,12,5.5,10.29167,0,0,37.14,1,7,0,,4.9,0,7,7
"Austria",1984,"Special./Indp.",1.563184,39,0,0,0,0,99.27296,,15.38461,7.692307,1.166992,0,3.5,5,10.16667,6,10,0,0,9.1,1,5,0,,,.041,7,7
"Austria",1985,"Special./Indp.",1.575341,40,0,0,0,0,101.4138,,19.23077,7.692307,1.166992,0,3.5,5,9,6,10.75,0,0,9.18,2,5,0,,,.041,7,7
"Austria",1986,"Special./Indp.",2.003015,41,0,0,0,0,104.4942,,19.23077,7.692307,1.166992,0,3.5,5,9,6,9.25,0,0,10.6,3,5,0,,,.041,7,7
"Austria",1987,"Special./Indp.",2.007421,42,0,0,0,0,110.5671,,26.92308,7.692307,1.166992,0,3.5,5,9,6,9.333333,0,0,13.53,4,5,0,,,.041,7,7
"Austria",1988,"Special./Indp.",2.010766,43,0,0,0,0,114.4003,.987291,26.92308,7.692307,1.166992,0,3.791667,5,8.5,6,8,0,0,17.64,.5,5,0,,,.041,7,7
"Austria",1989,"Special./Indp.",1.999001,44,0,0,0,0,115.9327,.9285207,34.61538,7.692307,1.166992,0,4,5,8.75,6,8,0,1,18.83,1,5,0,,,.041,7,7
"Austria",1990,"Special./Indp.",2.022798,45,0,0,0,0,117.4086,.8927889,34.61538,7.692307,1.166992,0,4,5.083333,8.583333,6,8,0,1,20.08,.5,5,0,,,.041,7,7
"Austria",1991,"Special./Indp.",1.993409,46,0,0,0,0,118.4082,.9028017,20.93023,4.651163,1.433596,0,4,5,8.75,6,8,0,1,21.2,1,5,0,,,.041,7,7
"Austria",1992,"Special./Indp.",2.007061,47,0,0,0,0,119.0279,.7353137,20.93023,4.651163,1.700201,0,4,5,9,6,8.75,0,1,24.14,2,5,0,,,.041,7,7
"Austria",1993,"Special./Indp.",2.001152,48,0,0,0,0,120.7324,.7308707,22.22222,4.444445,1.966805,0,4,5,8.416667,6,7.666667,0,1,24.21,3,5,0,,,.041,7,7
"Austria",1994,"Special./Indp.",2.015227,49,0,0,0,0,121.244,.7252744,24.44444,4.444445,2.23341,0,4,5,6.166667,6,6.166667,1,1,25.53,4,5,0,,,.041,7,7
"Austria",1995,"Special./Indp.",2.001835,50,0,0,0,0,125.0728,.7238835,28.88889,4.444445,2.500014,0,4,5,6,6,6.833333,1,1,27.49,.5,5,0,,,.041,7,7
"Austria",1996,"Special./Indp.",1.997869,51,0,0,0,0,126.9867,.7267511,37.77778,8.888889,2.500014,0,4,5,7.166667,6,7.083333,1,1,29.5,1,5,0,,,.041,7,7
"Austria",1997,"Special./Indp.",2.005043,52,0,0,0,0,130.333,.6767001,42.22222,8.888889,2.500014,0,3.958333,4.416667,8.416667,6,8,1,1,28.81,2,5,0,,,.041,7,7
"Austria",1998,"Special./Indp.",2.017089,53,0,0,0,0,,.7436748,48.88889,11.11111,2.500014,0,4,4,9,6,8,1,1,27.1,3,5,0,,,.041,7,7
"Austria",1999,"Special./Indp.",2.012701,54,0,0,0,0,,.8207268,51.11111,8.888889,2.500014,0,4,4,9,6,8.5,1,1,26.2,4,5,0,.0127215,,.041,7,7
"Austria",2000,"Special./Indp.",2.019016,55,0,0,0,0,122.4682,.643999,55.55556,8.888889,2.500014,0,4,4,9.166667,6,10,1,1,25.84,.5,5,0,.0134691,5.2,.041,7,7
"Austria",2001,"Special./Indp.",2.016057,56,0,0,0,0,124.9798,.6688033,55.55556,6.666667,2.500014,0,4,4.5,11.5,6,10,1,1,24.21,1,5,0,.025816,5.1,.041,7,7
"Austria",2002,"Special./Indp.",1.563421,57,0,0,0,0,123.4732,.652942,55.55556,8.888889,2.500014,0,4,5,12,6,10.33333,1,1,23.91,2,5,0,.0117826,4.7,.041,7,7
"Austria",2003,"Special./Indp.",1.564486,58,0,0,0,0,122.3845,.6824453,60,11.11111,2.500014,0,4,5,12,6,10.5,1,1,26.81,1,5,0,.0146467,4.9,.0001,7,7
"Austria",2004,"Special./Indp.",1.56337,59,0,0,0,0,121.2556,.6331591,64.44444,11.11111,2.500014,0,4,5,12,6,9.375,1,1,32.24,2,5,0,.0105103,4.9,.0001,7,7
"Austria",2005,"Special./Indp.",1.565377,60,0,1,0,0,123.9249,.6477856,64.44444,11.11111,2.500014,0,4,5,12,6,8.375,1,1,36.91,3,5,0,.0110583,4.8,.0001,7,7
"Austria",2006,"Special./Indp.",2.01402,61,0,0,0,0,125.5132,.613831,64.44444,11.11111,2.500014,0,4,5,12,6,8.208333,1,1,39.26,4,5,0,.0104555,5.2,.0001,7,7
"Austria",2007,"Special./Indp.",2.006837,62,0,0,0,0,124.2039,.6154798,66.66666,11.11111,2.500014,0,4,5,12,6,8.5,1,1,42.19,.5,5,0,.0159135,6.5,.0001,7,7
"Belgium",1984,"Special./Indp.",2.002013,41,0,0,0,0,56.3478,,15.38461,7.692307,.5509694,0,4,6,9.916667,6,8.333333,0,1,8.69,2,5,0,,,,7,7
"Belgium",1985,"Special./Indp.",2.013883,42,0,0,0,0,57.91821,,19.23077,7.692307,.5509694,0,4,6,9,6,9,0,1,8.65,3,5,0,,,,7,7
"Belgium",1986,"Special./Indp.",2.019076,43,0,0,0,0,59.77217,,19.23077,7.692307,.5509694,0,4,5.833333,9.75,6,9,0,1,9.97,4,5,0,,,,7,7
"Belgium",1987,"Special./Indp.",2.007124,44,0,0,0,0,62.63657,,26.92308,7.692307,.5509694,0,4,5,9.416667,6,8.416667,0,1,12.84,5,5,0,,,,7,7
"Belgium",1988,"Special./Indp.",2.019738,45,0,0,0,0,63.51913,.9024299,26.92308,7.692307,.5509694,0,4,5,8.083333,6,7.75,0,1,16.68,6,5,0,,,,7,7
"Belgium",1989,"Special./Indp.",2.007413,46,0,0,0,0,66.17709,.9013515,34.61538,7.692307,.5509694,0,4,5,7.583333,6,7.666667,0,1,17.68,.5,5,0,,,,7,7
"Belgium",1990,"Special./Indp.",2.014355,47,0,0,0,0,68.73966,.8514453,34.61538,7.692307,2.500014,0,4,5,7.5,6,6.833333,0,1,18.94,1,5,0,,,,7,7
"Belgium",1991,"Special./Indp.",2.006962,48,0,0,0,0,68.91251,.7921944,20.93023,4.651163,2.500014,0,4,5,7.25,6,7.416667,0,1,20.19,2,5,0,,,,7,7
"Belgium",1992,"Special./Indp.",2.002365,49,0,0,0,0,108.6673,.6375607,20.93023,4.651163,2.500014,0,4,5,6.5,6,6.916667,0,1,22.72,3,5,0,,,,7,7
"Belgium",1993,"Special./Indp.",2.008681,50,0,0,0,0,149.848,.6109285,22.22222,4.444445,2.500014,0,4,5,5.916667,6,6,0,1,22.96,4,5,0,,,,7,7
"Belgium",1994,"Special./Indp.",2.015896,51,0,0,0,0,149.4471,.612905,24.44444,4.444445,2.500014,0,4,5,5.25,6,5.916667,1,1,24.61,5,5,0,,,,7,7
"Belgium",1995,"Special./Indp.",2.003396,52,0,0,0,0,145.9769,.6187138,28.88889,4.444445,2.500014,0,4,4.416667,6.666667,6,6.75,1,1,26.55,6,5,0,,,,7,7
"Belgium",1996,"Special./Indp.",1.456927,53,0,0,0,0,147.2153,.6299668,37.77778,8.888889,2.23341,0,4,4.833333,7.5,5.666667,6.583333,1,1,28.05,7,5,0,,,,7,7
"Belgium",1997,"Special./Indp.",1.451387,54,0,0,0,0,144.2022,.6350669,42.22222,8.888889,1.966805,0,4,3.166667,8.416667,5.166667,6,1,1,27.94,8,5,0,,,,7,7
"Belgium",1998,"Special./Indp.",1.457603,55,0,0,0,0,,.8585219,48.88889,11.11111,1.700201,0,4,3,9,5,6,1,1,26,9,5,0,,,,7,7
"Belgium",1999,"Special./Indp.",1.454602,56,0,0,0,0,,.8287864,51.11111,8.888889,1.700201,0,4,3,9,5,6,1,1,25.53,.5,5,0,.0115472,,,7,7
"Belgium",2000,"Special./Indp.",1.466717,57,0,0,0,0,128.3569,.8530165,55.55556,8.888889,1.700201,0,4,3.25,9,5,6,1,1,25.4,1,5,0,.0227943,2.8,,7,7
"Belgium",2001,"Special./Indp.",1.450706,58,0,0,0,0,121.388,.8064094,55.55556,6.666667,1.966805,0,4,4,11.25,5,9,1,1,23.9,2,5,0,.0174146,2.7,,7,7
"Belgium",2002,"Special./Indp.",2.003663,59,0,0,0,0,114.3786,.8645307,55.55556,8.888889,2.23341,0,4,4,11.54167,5,9.958333,1,1,23.4,3,5,0,.0126069,3,,7,7
"Belgium",2003,"Special./Indp.",2.000678,60,0,0,0,0,109.9764,.8023477,60,11.11111,2.500014,0,4,4,11.5,5,9.5,1,1,26.35,4,5,0,.0232754,3.1,0,7,7
"Belgium",2004,"Special./Indp.",2.013158,61,0,0,0,0,103.8839,.8074254,64.44444,11.11111,2.500014,0,4,4,11.5,5,9.25,1,1,31.98,5,5,0,.0142183,3.1,0,7,7
"Belgium",2005,"Special./Indp.",2.00743,62,0,1,0,0,102.0314,.8108596,64.44444,11.11111,2.500014,0,4,4,11.5,5,8.375,1,1,36.53,6,5,0,.014865,2.7,0,7,7
"Belgium",2006,"Special./Indp.",2.007443,63,0,0,0,0,104.0367,.8101959,64.44444,11.11111,2.500014,0,4,3.708333,11.5,5,8.5,1,1,38.78,7,5,0,.0158551,3.3,0,7,7
"Belgium",2007,"Special./Indp.",1.235077,64,0,0,0,0,107.5456,.9618313,66.66666,11.11111,2.500014,0,4,3.5,11.5,5,8.5,1,1,41.36,8,5,0,.0308541,4.1,0,7,7
"Bolivia",1984,"No Explicit DI",.6878399,3,1,1,1,0,4.47236,,0,3.448276,-1.564582,0,0,1.166667,3.333333,1,2.5,0,0,.9,.5,,.065,,,0,7,2
"Bolivia",1985,"No Explicit DI",.5823351,4,1,1,1,0,4.89935,,3.448276,6.896552,-1.831187,0,0,1,1.166667,1,1.583333,0,0,.86,.5,,.065,,,0,7,2
